stateInterest_state,stateInterest_thirtyYearFixed,stateInterest_thirtyYearFixedCount,stateInterest_fifteenYearFixed,stateInterest_fifteenYearFixedCount,stateInterest_fiveOneARM,stateInterest_fiveOneARMCount,isShortSale,source,yearBuilt,nextOpenHouseEndTime,sqft,lastSaleDate,id,state,county,longitude,zip,image_image,image_url,image_width,image_height,virtual_tours_0,tax,mls_id,ROI_traditional_ROI,ROI_traditional_rental,ROI_airbnb_rental,ROI_airbnb_cap_rate,ROI_airbnb_ROI,ROI_traditional_cap_rate,daysOnMarket,meta_metaKey,meta_value,neighborhood_country,neighborhood_image,neighborhood_city,neighborhood_singleHomeValue,neighborhood_mashMeter,neighborhood_latitude,neighborhood_description,neighborhood_singleHomeValue_formatted,neighborhood_is_village,neighborhood_mashMeter_formatted,neighborhood_name,neighborhood_id,neighborhood_state,neighborhood_longitude,neighborhood_walkscore,neighborhood_airbnb_properties_count,neighborhood_traditional_properties_count,homeType,property_type,property_sub_type,beds,num_of_units,favorite,status,city,saleType,latitude,description,nextOpenHouseDate,recentReductionDate,title,rent_appreciation_rate,originalListPrice,parkingSpots,parkingType,address,nextOpenHouseStartTime,lotSize,broker_name,broker_number,broker_url,url,baths,address_revealing,location,interested,listPrice,price_per_sqft,lastSalePrice,is_foreclosure,foreclosure_status,occupancy_status,owner_occupied,listing_date,heating_system,cooling_system,mls_name,walkscore,investment_likelihood_label,investment_likelihood_score,hoa_dues,view_type,parcel_number,architecture_style,has_pool,is_water_front,needs_repair,tenant_occupied,is_market_place,schools_0_category,schools_0_name,schools_0_district,schools_1_category,schools_1_name,schools_1_district,schools_2_category,schools_2_name,schools_2_district,schools_3_category,schools_3_name,schools_3_district,modification_timestamp,created_at,updated_ar,updated_at,owner_first_name,owner_last_name,agents_0_id,agents_0_office_id
TX,4.42,0,3.82,0,3.96,0,,Keller Williams - Austin Northwest,1985,,2630,,2535448,TX,Travis,-97.76145935,78759,http://photos.listhub.net/KW/10952151/1?lm=20200321T125144,http://photos.listhub.net/KW/10952151/1?lm=20200321T125144,100,100,http://listing.austin360photography.com/ut/10606_Floral_Park_Drive.html,10750,8864448,-0.0205241,2263.2,3473.79,1.57956,1.57956,-0.0205241,17,,,United States,https://9ac82074a42d61a93c2a-4910baab8d3df1a59178432e0b86512c.ssl.cf5.rackcdn.com,Austin,516494,68.48,30.390081,,"$516,494 ",FALSE,68.48,Gateway,271396,TX,-97.739867,59,6,32,Single Family Residential,Residential,Single Family Detached,4,,,Active,Austin,MLS Listing,30.41011047,"Check out this gorgeous house located in the Great Hill! With a beautiful view of Hill Country and an absolutely stunning backyard space - you will truly feel like you&apos;re resort living. The backyard is one of the key features of this home, and will truly be your personal sanctuary. With a beautiful stone paving, pristine landscaping, and a large pool - this could be the home of your dreams!",,,"Single Family Detached, Other - Austin, TX",,,,Garage - Attached,10606 Floral Park DR,,,Keller Williams - Austin Northwest,5123463550,,https://listings.listhub.net/pages/KW/10952151/?channel=mashv,3,TRUE,Gateway,,690000,262.3574144,,0,,,FALSE,2020-03-20T00:00:00.000Z,Central Furnace,Central A/C,"Keller Williams Realty, Inc.",,1,64.4,,Hills,,Other,TRUE,,0,0,0,Elementary,Hill,,High,Anderson,,JuniorHigh,Murchison,,Middle,,,2020-04-05T12:22:39.000Z,2020-03-22T03:19:22.000Z,2020-04-06T04:34:19.000Z,2020-04-06T04:34:19.000Z,,,206945,1443
TX,4.42,0,3.82,0,3.96,0,,Keller Williams - Lake Travis,2014,,2385,,2537187,TX,Travis,-97.98149109,78738,http://photos.listhub.net/KW/10954227/1?lm=20200322T124912,http://photos.listhub.net/KW/10954227/1?lm=20200322T124912,100,100,https://tours.evolutiontours.com/idx/291819,14333,2935864,-1.00829,1909.57,4886.74,3.18751,3.18751,-1.00829,16,,,United States,https://9ac82074a42d61a93c2a-4910baab8d3df1a59178432e0b86512c.ssl.cf5.rackcdn.com,Austin,599850,64.16,30.282316,,"$599,850 ",FALSE,64.16,Barton Creek,231200,TX,-97.866681,2,25,10,Condo/Coop,Common Interest,Condominium,3,,,Pending,Austin,MLS Listing,30.33856964,"Nicely appointed home built in 2014 located in the Villas of Flintrock. Many upgrades throughout each room in the home. Cozy, covered porch includes a built-in grill with views of the 13th fairway on Flintrock Falls Golf Course. Built-in refrigerator, wine refrigerator, 6 burner range with griddle and double ovens make this kitchen fit for a chef. Master bath has a large, walk-in shower, double sinks, granite counters and a spacious walk-in closet.",,,"Condominium, Other - Austin, TX",,,,,5 Borello DR,,,Keller Williams - Lake Travis,5122639090,,https://listings.listhub.net/pages/KW/10954227/?channel=mashv,2,TRUE,Barton Creek,,600000,251.572327,,0,,,FALSE,2020-03-21T00:00:00.000Z,Central Furnace (Propane Gas),Central A/C,"Keller Williams Realty, Inc.",,0,44,,Golf Course,,Other,,,0,0,0,Elementary,Lakeway,,High,Lake Travis,,JuniorHigh,Hudson Bend,,Middle,,,2020-04-05T12:21:44.000Z,2020-03-24T04:42:06.000Z,2020-04-06T04:38:04.000Z,2020-04-06T04:38:04.000Z,,,37851,8145
TX,4.42,0,3.82,0,3.96,0,,Keller Williams Realty International,2001,,2565,,2539598,TX,Travis,-97.99079895,78738,http://photos.listhub.net/KW/10955760/1?lm=20200324T124613,http://photos.listhub.net/KW/10955760/1?lm=20200324T124613,100,100,https://www.tourfactory.com/idxr2714874,7660,9483575,1.1374,2320,1318.97,-0.920621,-0.920621,1.1374,14,,,United States,,The Hills,661000,85.32,30.3479797,,"$661,000 ",TRUE,85.32,The Hills,27710,TX,-97.9850117,4,8,0,Single Family Residential,Residential,Single Family Detached,3,,,Pending,The Hills,MLS Listing,30.3398304,"Situated on cozy cul-de-sac in the gated Hills of Lakeway! Walk in paradise through the private courtyard boasting Saltillo tile, water feature, built in custom seating and pergola. Perfect for entertaining or just enjoying the private outdoors. Inviting living area with fireplace and large windows will compel you to stay and relax. Flex room/Study on the main level adjacent to full bath. 3 generous bedrooms on the upper level. Fenced back yard is low maintenance and opens to green space.",,,"Single Family Detached, Other - The Hills, TX",,,,,5 GRAPEWOOD CT,,4678,Keller Williams Realty International,(512) 448-4111,http://www.kwaustin.com/,https://listings.listhub.net/pages/KW/10955760/?channel=mashv,3,TRUE,The Hills,,485000,189.0838207,,0,,Assumed Owner Occupancy,TRUE,2020-03-23T00:00:00.000Z,Central Furnace,Central A/C,"Keller Williams Realty, Inc.",,1,82.88,,,,Other,,,0,0,0,Elementary,Lake Travis,,High,Lake Travis,,JuniorHigh,Hudson Bend,,Middle,,,2020-04-05T12:19:52.000Z,2020-03-25T06:12:32.000Z,2020-04-06T05:44:40.000Z,2020-04-06T05:44:40.000Z,PELTO LORA,JOANNA,67899,5288
TX,4.42,0,3.82,0,3.96,0,,Keller Williams - Austin Northwest,2000,,3167,,2540946,TX,Travis,-97.89987183,78732,http://photos.listhub.net/KW/10957061/1?lm=20200325T125617,http://photos.listhub.net/KW/10957061/1?lm=20200325T125617,100,100,https://www.seetheproperty.com/story/342364/u,10280,4746216,1.59904,2824.28,5836.76,6.85796,6.85796,1.59904,13,,,United States,https://9ac82074a42d61a93c2a-4910baab8d3df1a59178432e0b86512c.ssl.cf5.rackcdn.com,Austin,599850,64.16,30.282316,,"$599,850 ",FALSE,64.16,Barton Creek,231200,TX,-97.866681,2,25,10,Single Family Residential,Residential,Single Family Detached,4,,,Active,Austin,MLS Listing,30.37023926,"4 Bedroom/2.5 Bath home in cul-de-sac. Fresh paint, large foyer, 3 living areas, soaring ceilings. Master en-suite downstairs. Secondary master upstairs along with huge gameroom. Private backyard, full gutters and irrigation system.",,,"Single Family Detached, Other - Austin, TX",,,,Open,12832 Texas Sage CT,,,Keller Williams - Austin Northwest,5123463550,,https://listings.listhub.net/pages/KW/10957061/?channel=mashv,3,TRUE,Barton Creek,,474999,149.9838964,,0,,,FALSE,2020-03-24T00:00:00.000Z,Central Furnace,Central A/C,"Keller Williams Realty, Inc.",,1,73.34,,,,Other,,,0,0,0,Elementary,Laura Welch Bush,,High,Vandegrift,,JuniorHigh,Canyon Ridge,,Middle,,,2020-04-05T12:22:39.000Z,2020-03-26T05:05:20.000Z,2020-04-06T04:34:28.000Z,2020-04-06T04:34:28.000Z,,,37692,1443
TX,4.42,0,3.82,0,3.96,0,,Keller Williams - Lake Travis,1992,,2615,,2544341,TX,Travis,-97.86261749,78730,http://photos.listhub.net/KW/10961288/1?lm=20200327T124527,http://photos.listhub.net/KW/10961288/1?lm=20200327T124527,100,100,https://my.matterport.com/show/?m=8aLYynuqoXu&mls=1,12380,3541261,-0.619344,1909.57,4886.74,4.21481,4.21481,-0.619344,11,,,United States,https://9ac82074a42d61a93c2a-4910baab8d3df1a59178432e0b86512c.ssl.cf5.rackcdn.com,Austin,599850,64.16,30.282316,,"$599,850 ",FALSE,64.16,Barton Creek,231200,TX,-97.866681,2,25,10,Single Family Residential,Residential,Single Family Detached,3,,,Pending,Austin,MLS Listing,30.36730003,"Pride of ownership shows throughout this immaculate home in coveted River Place! Designed for entertaining, the beautifully styled interior features hand-scraped wood floors, high ceilings & an abundance of natural light. Recently updated kitchen w/tile backsplash, stainless appliances & white cabinetry. Master w/ 2 closets & study on main, large game rm up & 2 dining areas. Enjoy a private backyard oasis w/welcoming gazebo & beautiful landscaping. Top-rated Leander ISD, nearby shopping & great amenities.",,,"Single Family Detached, Other - Austin, TX",,,,Open,4009 Love Bird LN,,11125,Keller Williams - Lake Travis,5122639090,,https://listings.listhub.net/pages/KW/10961288/?channel=mashv,3,TRUE,Barton Creek,,500000,191.2045889,,0,,,FALSE,2020-03-26T00:00:00.000Z,Central Furnace (Natural Gas),Central A/C,"Keller Williams Realty, Inc.",,1,89.02,,Hills,,Other,,,0,0,0,Elementary,River Place,,High,Vandegrift,,JuniorHigh,Four Points,,Middle,,,2020-04-05T12:21:44.000Z,2020-03-28T04:55:03.000Z,2020-04-06T04:38:06.000Z,2020-04-06T04:38:06.000Z,ALLBRIGHT ROBERT &,DEBORAH,37833,8145
TX,4.42,0,3.82,0,3.96,0,,Keller Williams - Lake Travis,2006,,3019,,2544343,TX,Travis,-97.90162659,78732,http://photos.listhub.net/KW/10962511/1?lm=20200327T124224,http://photos.listhub.net/KW/10962511/1?lm=20200327T124224,100,100,https://my.matterport.com/show/?m=eQarMkGAh5k&mls=1,11848,7620168,0.874336,2824.28,5836.76,5.21865,5.21865,0.874336,11,,,United States,https://9ac82074a42d61a93c2a-4910baab8d3df1a59178432e0b86512c.ssl.cf5.rackcdn.com,Austin,599850,64.16,30.282316,,"$599,850 ",FALSE,64.16,Barton Creek,231200,TX,-97.866681,2,25,10,Single Family Residential,Residential,Single Family Detached,4,,,Active,Austin,MLS Listing,30.35463905,"Situated on a double cul-de-sac that backs to a beautiful greenbelt, this spacious 4BR in Steiner Ranch offers ultimate privacy! Nice curb appeal w/large mature oaks, stunning 2-story entry, large open spaces w/high ceilings, master suite & study on main, formal dining rm & greenbelt views through wall of windows! Fresh carpet upstairs, updated light fixtures & storage. 2nd level w/3 addl bedrms + huge game rm. Great amenities, top-rated schools, nearby shopping*Central Vacuum & attic storage over garage!",,,"Single Family Detached, Other - Austin, TX",,,,Open,917 Golden Palomino CT,,10315,Keller Williams - Lake Travis,5122639090,,https://listings.listhub.net/pages/KW/10962511/?channel=mashv,4,TRUE,Barton Creek,,575000,190.4604174,,0,,,FALSE,2020-03-26T00:00:00.000Z,Central Furnace (Natural Gas),Central A/C,"Keller Williams Realty, Inc.",,1,55.39,,Golf Course,,Other,,,0,0,0,Elementary,Laura Welch Bush,,High,Vandegrift,,JuniorHigh,Canyon Ridge,,Middle,,,2020-04-05T12:21:44.000Z,2020-03-28T04:55:09.000Z,2020-04-06T04:38:07.000Z,2020-04-06T04:38:07.000Z,ASKARI NADER REZA & LYNETTE,ELISE,37833,8145
TX,4.42,0,3.82,0,3.96,0,,Keller Williams - Lake Travis,1990,,3745,,2544774,TX,Travis,-97.97355652,78734,http://photos.listhub.net/KW/10960960/1?lm=20200327T124202,http://photos.listhub.net/KW/10960960/1?lm=20200327T124202,100,100,https://mls.realtour.biz/107RoyalOakLn/Lakeway/TX,13075,7737183,0.887849,3182.62,5120.95,3.08808,3.08808,0.887849,11,,,United States,,Lakeway,649925,67.24,30.3679788,,"$649,925 ",TRUE,67.24,Lakeway,46137,TX,-97.991679,24,28,13,Single Family Residential,Residential,Single Family Detached,4,,,Active,Lakeway,MLS Listing,30.35803986,"Spacious 1-story on golf course. Gorgeous exterior, wonderful trees, lush landscaping, circular driveway & covered patio overlooking golf course. Great floor plan, inviting entry, formal living & dining rms, family rm w/ wood-burning FP, pvt office, wet-bar, nice built-ins, huge kitchen w/ center island & tons of storage. Laundry rm w/ space for projects & extra refrigerator or freezer. Master ste has 2 bathrooms & walk-in closets plus patio access. Ready for a new owner&apos;s personal touch and renovation.",,,"Single Family Detached, Other - Lakeway, TX",,,,Garage - Attached,107 Royal Oak LN,,18461,Keller Williams - Lake Travis,5122639090,,https://listings.listhub.net/pages/KW/10960960/?channel=mashv,4,TRUE,Lakeway,,679000,181.3084112,,0,,,FALSE,2020-03-26T00:00:00.000Z,Central Furnace,Central A/C,"Keller Williams Realty, Inc.",,1,76.06,,Golf Course,,Other,,,0,0,0,Elementary,Serene Hills,,High,Lake Travis,,JuniorHigh,Hudson Bend,,Middle,,,2020-04-05T12:21:44.000Z,2020-03-28T05:53:49.000Z,2020-04-06T05:44:26.000Z,2020-04-06T05:44:26.000Z,BROYLES THOMAS M & DONNA,J,37832,8145
TX,4.42,0,3.82,0,3.96,0,,Keller Williams - Lake Travis,1981,,1542,,2546069,TX,Travis,-97.93443298,78734,http://photos.listhub.net/KW/10964625/1?lm=20200328T183712,http://photos.listhub.net/KW/10964625/1?lm=20200328T183712,100,100,https://tours.virtuance.com/1561366?idx=1,5581,6738696,1.80719,1909.57,4886.74,9.60422,9.60422,1.80719,10,,,United States,https://9ac82074a42d61a93c2a-4910baab8d3df1a59178432e0b86512c.ssl.cf5.rackcdn.com,Austin,599850,64.16,30.282316,,"$599,850 ",FALSE,64.16,Barton Creek,231200,TX,-97.866681,2,25,10,Condo/Coop,Common Interest,Condominium,3,,,Active,Austin,MLS Listing,30.39323997,"Luxury lake condo with stunning views! Spacious living area w/ lots of natural light and cathedral ceiling is ideal for entertaining. Updated kitchen includes Granite counters, SS appliances, and breakfast bar. Master boasts two closets and a private balcony w/ lake views! Updated baths and large bedrooms. HOA includes water, trash, internet & cable. Amenities incl. fitness center, tennis & sport courts, 2 resort style pools, tram to the lake, and more. Covered assign parking. 2017 HVAC.",,,"Condominium, Other - Austin, TX",,,,Carport,2918 Ranch Road 620 #120,,3681,Keller Williams - Lake Travis,5122639090,,https://listings.listhub.net/pages/KW/10964625/?channel=mashv,3,TRUE,Barton Creek,,310000,201.0376135,,0,,,FALSE,2020-03-27T00:00:00.000Z,Fireplace (Electric),Central A/C,"Keller Williams Realty, Inc.",,1,94.06,,"Lake,River,Water",,Other,TRUE,TRUE,0,0,0,Elementary,Lake Travis,,High,Lake Travis,,JuniorHigh,Hudson Bend,,Middle,,,2020-04-05T12:21:44.000Z,2020-03-29T04:56:21.000Z,2020-04-06T04:38:09.000Z,2020-04-06T04:38:09.000Z,BOBBY DRAKE,BURNETTE,240757,8145
TX,4.42,0,3.82,0,3.96,0,,Keller Williams - Lake Travis,2008,,1915,,2546120,TX,Travis,-97.98206329,78645,http://photos.listhub.net/KW/10962990/1?lm=20200328T124946,http://photos.listhub.net/KW/10962990/1?lm=20200328T124946,100,100,.,,5692326,-0.0248454,1690,1728.28,-0.3426,-0.3426,-0.0248454,12,,,United States,,Lago Vista,330000,65.85,30.4601975,,"$330,000 ",TRUE,65.85,Lago Vista,29777,TX,-97.9883477,15,101,3,Condo/Coop,Common Interest,Condominium,3,,,Active,Lago Vista,MLS Listing,30.39259911,"Contemporary waterfront condo designed for the best in lake living! Coveted Balboa floorplan on the first floor, no stairs! Large 3-bed/3-bath versatile plan with separate dining and living areas plus a gallery. The sellers have replaced the wood floors with porcelain tile, gorgeous! The lake views are amazing! Motorized shades have been installed plus the 2-car garage is attached. Waterstone is a community on the North Shore of Lake Travis with a pool, hot tub, outdoor kitchen, walking trails and more.",,,"Condominium - Lago Vista, TX",,,,,1101 Ivean Pearson #B103,,,Keller Williams - Lake Travis,5122639090,,https://listings.listhub.net/pages/KW/10962990/?channel=mashv,3,TRUE,Lago Vista,,388000,202.6109661,,0,,,FALSE,2020-03-25T00:00:00.000Z,,,"Keller Williams Realty, Inc.",,1,50.2,,,,Other,,,0,0,0,Elementary,Lago Vista,,High,Lago Vista,,JuniorHigh,,,Middle,,,2020-03-28T12:39:29.000Z,2020-03-29T05:03:27.000Z,2020-04-06T04:37:20.000Z,2020-04-06T04:37:20.000Z,,,44678,8145
TX,4.42,0,3.82,0,3.96,0,,Keller Williams Realty International,1997,,2042,,2549246,TX,Travis,-97.75102997,78759,http://photos.listhub.net/KW/10967197/1?lm=20200331T124724,http://photos.listhub.net/KW/10967197/1?lm=20200331T124724,100,100,https://my.matterport.com/show/?m=XvMJ7Dv3r5N&mls=1,8940,6036495,-0.295154,1671.47,8067.92,12.6683,12.6683,-0.295154,7,,,United States,https://9ac82074a42d61a93c2a-4910baab8d3df1a59178432e0b86512c.ssl.cf5.rackcdn.com,Austin,516494,68.48,30.390081,,"$516,494 ",FALSE,68.48,Gateway,271396,TX,-97.739867,59,6,32,Condo/Coop,Common Interest,Condominium,3,,,Active,Austin,MLS Listing,30.40484047,"Beautiful townhome nestled within green foliage and mature shade trees. Great layout with secondary bedrooms & master on separate floors. Each bedroom has their own private full bath, walk-in closets and both the master and one of the secondary bedrooms have access to their own backyard balcony. The home features an additional living area between the 2 bedrooms on the 2nd floor and a private backyard. Convenient location w/ easy access to Mopac & 183, close to shopping, dining & more. A must see home!",,,"Condominium, Other - Austin, TX",,,,Open,10637 Morado CIR #D,,10450,Keller Williams Realty International,(512) 448-4111,http://www.kwaustin.com/,https://listings.listhub.net/pages/KW/10967197/?channel=mashv,4,TRUE,Gateway,,450000,220.3721841,,0,,,FALSE,2020-03-30T00:00:00.000Z,Central Furnace (Natural Gas),Central A/C,"Keller Williams Realty, Inc.",,1,53.39,,,,Other,,,0,0,0,Elementary,Davis,,High,Anderson,,JuniorHigh,Murchison,,Middle,,,2020-04-05T12:19:52.000Z,2020-04-01T05:02:48.000Z,2020-04-06T04:52:19.000Z,2020-04-06T04:52:19.000Z,FRANCISCO R & WYVEDA P,RODRIGUEZ,37983,5288
TX,4.42,0,3.82,0,3.96,0,,Keller Williams - Lake Travis,1981,,2306,,2550677,TX,Travis,-97.79045105,78750,http://photos.listhub.net/KW/10969300/1?lm=20200401T124105,http://photos.listhub.net/KW/10969300/1?lm=20200401T124105,100,100,https://youtu.be/S25VIWOne0c,9136,3226909,0.522252,2263.2,3473.79,2.52963,2.52963,0.522252,6,,,United States,https://9ac82074a42d61a93c2a-4910baab8d3df1a59178432e0b86512c.ssl.cf5.rackcdn.com,Austin,516494,68.48,30.390081,,"$516,494 ",FALSE,68.48,Gateway,271396,TX,-97.739867,59,6,32,Single Family Residential,Residential,Single Family Detached,4,,,Pending,Austin,MLS Listing,30.37693024,"*MUST-SEE VIRTUAL TOUR: https://youtu.be/S25VIWOne0c*Contemporary 4 BR/3 BA split level in NW Hills/Lakewood! Living rm w/double height vaulted ceilings, fireplace w/stacked stone surround & french doors to patio. Bedrooms w/wood floors,updated baths. Balcony w/Hill Country views! Kitchen w/new cabinets & island w/integrated cooktop. Community pool,tennis courts & clubhouse.Hill Elementary, Murchison MS & Anderson HS. Minutes to Austin&apos;s tech hub, Silicon Hills, The Domain, UT, Downtown & more!",,,"Single Family Detached, Other - Austin, TX",,,,Open,6517 Cascada DR,,,Keller Williams - Lake Travis,5122639090,,https://listings.listhub.net/pages/KW/10969300/?channel=mashv,3,TRUE,Gateway,,550000,238.5082394,,0,,,FALSE,2020-03-31T00:00:00.000Z,Central Furnace (Natural Gas),Central A/C,"Keller Williams Realty, Inc.",,1,81.75,,Hills,,Other,,,0,0,0,Elementary,Hill,,High,Anderson,,JuniorHigh,Murchison,,Middle,,,2020-04-05T12:21:44.000Z,2020-04-02T04:40:33.000Z,2020-04-06T04:38:17.000Z,2020-04-06T04:38:17.000Z,,,221862,8145
TX,4.42,0,3.82,0,3.96,0,,Keller Williams Realty International,1967,,3428,,2551071,TX,Travis,-97.98390961,78734,http://photos.listhub.net/KW/10968298/1?lm=20200401T122934,http://photos.listhub.net/KW/10968298/1?lm=20200401T122934,100,100,https://www.tourfactory.com/idxr2719403,11998,1243365,1.13777,3182.62,5120.95,3.43616,3.43616,1.13777,6,,,United States,,Lakeway,649925,67.24,30.3679788,,"$649,925 ",TRUE,67.24,Lakeway,46137,TX,-97.991679,24,28,13,Single Family Residential,Residential,Single Family Detached,4,,,Pending,Lakeway,MLS Listing,30.3694706,"Perfect for family life & entertaining, lovely home sits on a hill, looks out over the treetops. View from covered balcony. Pool w/hot tub beckons on hot summer days, surrounded by covered & open porch space. Large 4th BR down could be 2nd master or 2nd living. Lots of natural light. Abundant storage space throughout. Private backyard is a bird sanctuary and leads to golf course. 3M film on all upstairs glass doors. Septic redone 2016, can be converted to city sewer.",,,"Single Family Detached, Other - Lakeway, TX",,,,,813 Sunfish ST,,12502,Keller Williams Realty International,(512) 448-4111,http://www.kwaustin.com/,https://listings.listhub.net/pages/KW/10968298/?channel=mashv,4,TRUE,Lakeway,,650000,189.6149358,,0,,,FALSE,2020-03-31T00:00:00.000Z,Fireplace (Electric),Central A/C,"Keller Williams Realty, Inc.",,1,63.15,,Hills,,Other,TRUE,,0,0,0,Elementary,Serene Hills,,High,Lake Travis,,JuniorHigh,Hudson Bend,,Middle,,,2020-04-05T12:19:52.000Z,2020-04-02T05:39:59.000Z,2020-04-06T05:44:53.000Z,2020-04-06T05:44:53.000Z,WALDEN DONALD & KAREN,ELIZABET,367515,5288
TX,4.42,0,3.82,0,3.96,0,,Keller Williams - Austin Northwest,1992,,2768,,2553679,TX,Travis,-97.80106354,78750,http://photos.listhub.net/KW/10972816/1?lm=20200404T125548,http://photos.listhub.net/KW/10972816/1?lm=20200404T125548,100,100,https://mls.realtour.biz/8005AsmaraDrive/Austin/TX,12952,1595810,-0.362743,2263.2,3473.79,1.18139,1.18139,-0.362743,4,,,United States,https://9ac82074a42d61a93c2a-4910baab8d3df1a59178432e0b86512c.ssl.cf5.rackcdn.com,Austin,516494,68.48,30.390081,,"$516,494 ",FALSE,68.48,Gateway,271396,TX,-97.739867,59,6,32,Single Family Residential,Residential,Single Family Detached,4,,,Active,Austin,MLS Listing,30.38839912,"Gorgeous custom 1-story home located in desirable Jester Estates w/award-winning schools . Fantastic kitchen open to living area featuring Viking Cooktop, farmhouse sink, granite cntrs & glass back splash. Updated mstr bath includes steam shwr, jetted tub, travertine, & custom closets. Other features include, high ceilings, oversized cov&apos;d patio & heavily treed backyard (see docs for list of all improvements).",,,"Single Family Detached, Other - Austin, TX",,,,Open,8005 Asmara DR,,10376,Keller Williams - Austin Northwest,5123463550,,https://listings.listhub.net/pages/KW/10972816/?channel=mashv,3,TRUE,Gateway,,715000,258.3092486,,0,,Assumed Owner Occupancy,TRUE,2020-04-02T00:00:00.000Z,Central Furnace (Natural Gas),Central A/C,"Keller Williams Realty, Inc.",,1,64.4,,,,Other,,,0,0,0,Elementary,Hill,,High,Anderson,,JuniorHigh,Murchison,,Middle,,,2020-04-05T12:22:39.000Z,2020-04-04T02:14:52.000Z,2020-04-06T04:34:45.000Z,2020-04-06T04:34:45.000Z,SERENO JEREMY,SCOTT,37715,1443
TX,4.42,0,3.82,0,3.96,0,,Keller Williams - Lake Travis,1998,,3476,,2553696,TX,Travis,-97.89141083,78732,http://photos.listhub.net/KW/10973251/1?lm=20200403T125244,http://photos.listhub.net/KW/10973251/1?lm=20200403T125244,100,100,https://my.matterport.com/show/?m=PzpeHrekbcD&mls=1,11036,8208899,1.31789,2824.28,5836.76,6.31385,6.31385,1.31789,4,,,United States,https://9ac82074a42d61a93c2a-4910baab8d3df1a59178432e0b86512c.ssl.cf5.rackcdn.com,Austin,599850,64.16,30.282316,,"$599,850 ",FALSE,64.16,Barton Creek,231200,TX,-97.866681,2,25,10,Single Family Residential,Residential,Single Family Detached,4,,,Active,Austin,MLS Listing,30.37545967,"Lovely curb appeal invites one to enter this beautiful two-story on a large cul-de-sac in prestigious Steiner Ranch! The home&apos;s free-flowing open layout w/abundant light throughout, formal dining, study, large game rm down & spacious island kitchen that opens to family rm, provides great spaces for entertaining! Master on main w/double-vanity bath & walk-in closet. Guest rms on lower level. Outdoor retreat w/large deck overlooking the spacious & heavily treed backyard. Top-rated schools & great amenities.",,,"Single Family Detached, Other - Austin, TX",,,,Open,12504 Scates CT,,10864,Keller Williams - Lake Travis,5122639090,,https://listings.listhub.net/pages/KW/10973251/?channel=mashv,4,TRUE,Barton Creek,,500000,143.8434983,,0,,,FALSE,2020-04-02T00:00:00.000Z,Central Furnace (Natural Gas),Central A/C,"Keller Williams Realty, Inc.",,1,55.39,,,,Other,,,0,0,0,Elementary,Steiner Ranch,,High,Vandegrift,,JuniorHigh,Canyon Ridge,,Middle,,,2020-04-05T12:21:44.000Z,2020-04-04T02:18:20.000Z,2020-04-06T04:38:24.000Z,2020-04-06T04:38:24.000Z,MAYO STEVEN,W,37833,8145
TX,4.42,0,3.82,0,3.96,0,,Keller Williams - Cedar Park / Leander,2006,,3831,,2553704,TX,Travis,-97.84950256,78730,http://photos.listhub.net/KW/10972811/1?lm=20200403T124456,http://photos.listhub.net/KW/10972811/1?lm=20200403T124456,100,100,http://www.tourfactory.com/idxr2718160,13598,1969109,-0.495434,2263.2,3473.79,0.929157,0.929157,-0.495434,4,,,United States,https://9ac82074a42d61a93c2a-4910baab8d3df1a59178432e0b86512c.ssl.cf5.rackcdn.com,Austin,516494,68.48,30.390081,,"$516,494 ",FALSE,68.48,Gateway,271396,TX,-97.739867,59,6,32,Single Family Residential,Residential,Single Family Detached,4,,,Active,Austin,MLS Listing,30.38894081,"Backs to Balcones Nature Preserve w/panoramic hill country views. Built-in cabinetry, crown molding, architectural detail & recessed lighting. Hardwood flooring. Gourmet kitchen w/granite, SS appliances, double oven & 2 pantries. Downstairs guest bedroom & bath, study w/French doors. Large master suite w/sitting area. Oversized deck w/both covered & uncovered outdoor living areas.",,,"Single Family Detached, Other - Austin, TX",,,,Open,6214 River Place BLVD,,8978,Keller Williams - Cedar Park / Leander,5126164000,,https://listings.listhub.net/pages/KW/10972811/?channel=mashv,3,TRUE,Gateway,,775000,202.2970504,,0,,,FALSE,2020-04-02T00:00:00.000Z,Central Furnace (Natural Gas),Central A/C,"Keller Williams Realty, Inc.",,1,89,,Hills,,Other,,,0,0,0,Elementary,River Place,,High,Vandegrift,,JuniorHigh,Four Points,,Middle,,,2020-04-05T12:21:18.000Z,2020-04-04T02:19:28.000Z,2020-04-06T04:39:24.000Z,2020-04-06T04:39:24.000Z,SKALIKS RAUL,GUNTER,37946,8152
